 ,Area,Mean,Min,Max,X,Y
386,0.323,255,255,255,6184.382,1278.695
387,0.323,255,255,255,4329.266,1279.263
388,2.260,255,255,255,4965.712,1279.831
389,0.646,255,255,255,5845.745,1280.115
390,0.323,255,255,255,6184.382,1279.831
391,0.323,255,255,255,4329.834,1280.399
392,2.260,255,255,255,4325.614,1282.104
393,0.323,255,255,255,6183.814,1281.536
394,0.323,255,255,255,5844.041,1282.104
395,4.520,255,255,255,5841.403,1283.768
396,0.323,255,255,255,4328.130,1284.376
397,1.614,255,255,255,5994.382,1287.672
398,0.323,255,255,255,3998.016,1287.786
399,0.968,255,255,255,3995.933,1292.899
400,0.323,255,255,255,4158.812,1292.331
401,0.323,255,255,255,5570.177,1292.331
402,0.323,255,255,255,5571.313,1292.331
403,0.646,255,255,255,7348.872,1293.183
404,0.646,255,255,255,5572.734,1293.467
405,0.646,255,255,255,3995.175,1294.320
406,0.323,255,255,255,3404.265,1294.604
407,0.323,255,255,255,3408.811,1295.740
408,0.323,255,255,255,4770.744,1304.263
409,0.968,255,255,255,6004.647,1312.596
410,0.646,255,255,255,6755.405,1314.206
411,0.323,255,255,255,4975.290,1314.490
412,0.323,255,255,255,6005.405,1314.490
413,0.968,255,255,255,6006.730,1314.680
414,0.323,255,255,255,5374.154,1315.058
415,0.646,255,255,255,6002.848,1315.342
416,0.323,255,255,255,6005.973,1316.195
417,1.291,255,255,255,6001.001,1317.899
418,0.646,255,255,255,6006.257,1317.615
419,0.968,255,255,255,3233.242,1319.793
420,0.323,255,255,255,5376.427,1319.604
421,0.646,255,255,255,6221.882,1321.024
422,0.323,255,255,255,5999.155,1321.308
423,0.323,255,255,255,3237.220,1322.445
424,0.323,255,255,255,5228.131,1325.286
425,0.323,255,255,255,3885.516,1325.854
426,0.646,255,255,255,4099.436,1327.842
427,0.323,255,255,255,4098.584,1328.695
428,0.323,255,255,255,5338.358,1330.399
429,0.646,255,255,255,7045.463,1331.252
430,4.197,255,255,255,5339.320,1333.065
431,0.323,255,255,255,5334.949,1334.377
432,0.323,255,255,255,4824.153,1335.513
433,0.646,255,255,255,4825.858,1335.797
434,0.323,255,255,255,5339.495,1336.081
435,0.646,255,255,255,5191.199,1337.502
436,0.323,255,255,255,5192.335,1338.922
437,0.323,255,255,255,5188.926,1339.490
438,0.323,255,255,255,7388.929,1341.763
439,0.323,255,255,255,5187.222,1343.467
440,0.323,255,255,255,4880.403,1344.036
441,0.323,255,255,255,3145.742,1346.308
442,0.323,255,255,255,5181.540,1346.308
443,0.323,255,255,255,3145.742,1347.445
444,4.520,255,255,255,3924.233,1349.028
445,1.937,255,255,255,3856.917,1351.895
446,0.323,255,255,255,3921.879,1352.558
447,0.323,255,255,255,3921.879,1353.695
448,0.323,255,255,255,3858.243,1354.263
449,0.323,255,255,255,5369.040,1354.263
450,2.260,255,255,255,3857.513,1355.886
451,0.323,255,255,255,5372.449,1355.967
452,0.323,255,255,255,4685.517,1356.536
453,0.323,255,255,255,5370.745,1357.104
454,0.323,255,255,255,5373.586,1357.104
455,0.323,255,255,255,5372.449,1357.672
456,10.008,255,255,255,3171.182,1360.715
457,0.323,255,255,255,5371.881,1358.808
458,0.646,255,255,255,3168.470,1359.661
459,0.646,255,255,255,4587.505,1359.377
460,0.323,255,255,255,5373.017,1359.377
461,0.968,255,255,255,5363.169,1360.324
462,0.968,255,255,255,4587.221,1360.702
463,0.323,255,255,255,3167.901,1361.081
464,0.323,255,255,255,5363.927,1362.217
465,0.323,255,255,255,3168.470,1362.786
466,0.323,255,255,255,5362.790,1362.786
467,0.323,255,255,255,3169.606,1363.354
468,0.323,255,255,255,5361.654,1363.354
469,2.583,255,255,255,3172.447,1364.987
470,0.968,255,255,255,5368.851,1364.111
471,0.968,255,255,255,5366.767,1364.869
472,0.323,255,255,255,3169.606,1366.195
473,0.323,255,255,255,5366.767,1366.195
474,0.323,255,255,255,5369.608,1366.195
475,0.323,255,255,255,3171.310,1366.763
476,0.323,255,255,255,3173.015,1367.331
477,0.646,255,255,255,5363.927,1368.183
478,0.646,255,255,255,5365.347,1368.467
479,0.323,255,255,255,3884.379,1369.036
480,0.323,255,255,255,5359.381,1369.036
481,0.323,255,255,255,3885.516,1371.308
482,2.260,255,255,255,4210.678,1372.445
483,0.968,255,255,255,3347.068,1372.824
484,0.323,255,255,255,3351.992,1372.445
485,0.323,255,255,255,4212.221,1372.445
486,5.165,255,255,255,3349.826,1375.144
487,0.323,255,255,255,3346.879,1374.149
488,0.323,255,255,255,3348.583,1374.717
489,0.968,255,255,255,3927.372,1377.180
